     locus	chr	    pos	    FLOD
    C5M116	  5	192.050	  -7.642
    C5M117	  5	193.720	 -10.780
    C5M118	  5	195.390	 -13.886
    C5M119	  5	197.060	 -12.201
    C5M120	  5	198.730	  -7.415
    C5M121	  5	200.400	 -12.703
      C6M1	  6	  0.000	  -8.742
      C6M2	  6	  1.670	  -5.069
      C6M3	  6	  3.340	  -6.170
      C6M4	  6	  5.010	 -12.055
      C6M5	  6	  6.680	  -6.014
      C6M6	  6	  8.350	  -5.689
      C6M7	  6	 10.020	  -7.343
      C6M8	  6	 11.690	  -9.236
      C6M9	  6	 13.360	  -4.829
     C6M10	  6	 15.030	  -4.039
     C6M11	  6	 16.700	  -3.845
     C6M12	  6	 18.370	  -3.324
     C6M13	  6	 20.040	  -5.776
     C6M14	  6	 21.710	  -8.146
     C6M15	  6	 23.380	  -8.501
     C6M16	  6	 25.050	  -9.750
     C6M17	  6	 26.720	 -14.246
     C6M18	  6	 28.390	 -12.396
     C6M19	  6	 30.060	 -12.850
     C6M20	  6	 31.730	  -4.676
     C6M21	  6	 33.400	  -5.801
     C6M22	  6	 35.070	  -6.057
     C6M23	  6	 36.740	  -9.262
     C6M24	  6	 38.410	 -11.877
     C6M25	  6	 40.080	 -11.623
     C6M26	  6	 41.750	  -7.961
     C6M27	  6	 43.420	  -9.598
     C6M28	  6	 45.090	 -11.409
     C6M29	  6	 46.760	  -9.657
     C6M30	  6	 48.430	  -9.066
     C6M31	  6	 50.100	  -9.214
     C6M32	  6	 51.770	  -9.490
     C6M33	  6	 53.440	  -7.162
     C6M34	  6	 55.110	 -12.227
     C6M35	  6	 56.780	 -12.889
     C6M36	  6	 58.450	 -13.142
     C6M37	  6	 60.120	  -9.109
     C6M38	  6	 61.790	 -12.743
     C6M39	  6	 63.460	 -12.136
     C6M40	  6	 65.130	  -9.316
     C6M41	  6	 66.800	 -13.895
     C6M42	  6	 68.470	  -9.970
     C6M43	  6	 70.140	 -10.057
     C6M44	  6	 71.810	 -12.263
     C6M45	  6	 73.480	 -11.939
     C6M46	  6	 75.150	 -14.005
     C6M47	  6	 76.820	  -9.706
     C6M48	  6	 78.490	 -11.035
     C6M49	  6	 80.160	  -9.841
     C6M50	  6	 81.830	  -9.180
     C6M51	  6	 83.500	  -6.802
     C6M52	  6	 85.170	  -8.789
     C6M53	  6	 86.840	  -7.528
     C6M54	  6	 88.510	 -16.789
     C6M55	  6	 90.180	 -10.911
     C6M56	  6	 91.850	 -10.532
     C6M57	  6	 93.520	 -10.660
     C6M58	  6	 95.190	 -12.874
     C6M59	  6	 96.860	 -14.279
     C6M60	  6	 98.530	  -7.124
     C6M61	  6	100.200	 -11.793
     C6M62	  6	101.870	 -12.069
     C6M63	  6	103.540	 -11.556
     C6M64	  6	105.210	  -9.707
     C6M65	  6	106.880	 -12.329
     C6M66	  6	108.550	 -11.178
     C6M67	  6	110.220	  -7.491
     C6M68	  6	111.890	  -5.904
     C6M69	  6	113.560	  -9.578
     C6M70	  6	115.230	  -9.928
     C6M71	  6	116.900	  -6.018
     C6M72	  6	118.570	  -7.721
     C6M73	  6	120.240	  -9.735
     C6M74	  6	121.910	  -7.962
     C6M75	  6	123.580	  -8.002
     C6M76	  6	125.250	  -7.368
     C6M77	  6	126.920	  -6.489
     C6M78	  6	128.590	  -4.328
     C6M79	  6	130.260	  -2.167
     C6M80	  6	131.930	  -8.470
     C6M81	  6	133.600	  -4.679
     C6M82	  6	135.270	  -3.995
     C6M83	  6	136.940	  -3.898
     C6M84	  6	138.610	  -3.930
     C6M85	  6	140.280	  -7.037
     C6M86	  6	141.950	 -11.039
     C6M87	  6	143.620	 -10.647
     C6M88	  6	145.290	  -5.662
     C6M89	  6	146.960	  -9.239
     C6M90	  6	148.630	  -3.350
     C6M91	  6	150.300	  -6.755
     C6M92	  6	151.970	  -7.322
     C6M93	  6	153.640	  -6.878
     C6M94	  6	155.310	  -5.523
     C6M95	  6	156.980	  -8.464
     C6M96	  6	158.650	 -11.120
     C6M97	  6	160.320	 -18.170
     C6M98	  6	161.990	 -16.200
     C6M99	  6	163.660	 -17.988
    C6M100	  6	165.330	 -13.286
    C6M101	  6	167.000	  -9.797
    C6M102	  6	168.670	  -8.036
    C6M103	  6	170.340	 -12.338
    C6M104	  6	172.010	 -12.304
    C6M105	  6	173.680	 -11.554
    C6M106	  6	175.350	 -13.533
    C6M107	  6	177.020	 -17.506
    C6M108	  6	178.690	  -8.801
    C6M109	  6	180.360	 -13.291
    C6M110	  6	182.030	 -10.387
    C6M111	  6	183.700	  -9.331
    C6M112	  6	185.370	  -3.775
    C6M113	  6	187.040	  -3.722
    C6M114	  6	188.710	  -8.654
    C6M115	  6	190.380	  -7.657
    C6M116	  6	192.050	  -9.651
    C6M117	  6	193.720	  -9.688
    C6M118	  6	195.390	 -10.158
    C6M119	  6	197.060	  -7.227
    C6M120	  6	198.730	  -7.107
    C6M121	  6	200.400	  -6.235
      C7M1	  7	  0.000	  -7.243
      C7M2	  7	  1.670	 -10.605
      C7M3	  7	  3.340	 -10.838
      C7M4	  7	  5.010	  -8.300
      C7M5	  7	  6.680	  -6.337
      C7M6	  7	  8.350	 -11.267
      C7M7	  7	 10.020	  -9.221
      C7M8	  7	 11.690	  -9.043
      C7M9	  7	 13.360	 -11.384
     C7M10	  7	 15.030	 -11.451
     C7M11	  7	 16.700	  -7.993
     C7M12	  7	 18.370	  -6.050
     C7M13	  7	 20.040	  -7.813
     C7M14	  7	 21.710	  -8.930
     C7M15	  7	 23.380	 -12.802
     C7M16	  7	 25.050	  -6.533
     C7M17	  7	 26.720	  -8.616
     C7M18	  7	 28.390	  -9.544
     C7M19	  7	 30.060	 -14.925
     C7M20	  7	 31.730	 -15.435
     C7M21	  7	 33.400	 -12.871
     C7M22	  7	 35.070	  -6.305
     C7M23	  7	 36.740	 -14.477
     C7M24	  7	 38.410	 -10.464
     C7M25	  7	 40.080	  -9.334
     C7M26	  7	 41.750	 -12.085
     C7M27	  7	 43.420	  -7.170
     C7M28	  7	 45.090	  -2.484
     C7M29	  7	 46.760	  -4.194
     C7M30	  7	 48.430	  -7.244
     C7M31	  7	 50.100	  -5.109
     C7M32	  7	 51.770	  -5.407
     C7M33	  7	 53.440	  -8.313
     C7M34	  7	 55.110	 -11.472
     C7M35	  7	 56.780	 -13.411
     C7M36	  7	 58.450	  -7.244
     C7M37	  7	 60.120	 -14.130
     C7M38	  7	 61.790	 -16.258
     C7M39	  7	 63.460	  -9.012
     C7M40	  7	 65.130	  -8.359
     C7M41	  7	 66.800	  -7.739
     C7M42	  7	 68.470	  -8.637
     C7M43	  7	 70.140	 -10.503
     C7M44	  7	 71.810	  -8.350
     C7M45	  7	 73.480	  -8.198
     C7M46	  7	 75.150	  -8.540
     C7M47	  7	 76.820	  -8.993
     C7M48	  7	 78.490	 -13.831
     C7M49	  7	 80.160	 -13.066
     C7M50	  7	 81.830	 -11.227
     C7M51	  7	 83.500	 -13.196
     C7M52	  7	 85.170	  -8.752
     C7M53	  7	 86.840	 -13.012
     C7M54	  7	 88.510	 -12.927
     C7M55	  7	 90.180	 -10.958
     C7M56	  7	 91.850	  -9.720
     C7M57	  7	 93.520	  -8.747
     C7M58	  7	 95.190	 -14.982
     C7M59	  7	 96.860	 -10.113
     C7M60	  7	 98.530	  -7.664
     C7M61	  7	100.200	 -12.204
     C7M62	  7	101.870	 -12.907
     C7M63	  7	103.540	 -11.180
     C7M64	  7	105.210	 -12.637
     C7M65	  7	106.880	 -15.191
     C7M66	  7	108.550	  -8.590
     C7M67	  7	110.220	 -10.198
     C7M68	  7	111.890	 -12.220
     C7M69	  7	113.560	 -14.920
     C7M70	  7	115.230	 -10.758
     C7M71	  7	116.900	 -11.036
     C7M72	  7	118.570	  -6.615
     C7M73	  7	120.240	 -10.283
     C7M74	  7	121.910	  -5.982
     C7M75	  7	123.580	  -7.952
     C7M76	  7	125.250	  -6.121
     C7M77	  7	126.920	 -12.195
     C7M78	  7	128.590	 -11.220
     C7M79	  7	130.260	 -14.050
     C7M80	  7	131.930	 -12.378
     C7M81	  7	133.600	  -9.256
     C7M82	  7	135.270	  -8.108
     C7M83	  7	136.940	 -14.647
     C7M84	  7	138.610	 -10.970
     C7M85	  7	140.280	 -10.734
     C7M86	  7	141.950	 -14.889
     C7M87	  7	143.620	 -11.474
     C7M88	  7	145.290	  -9.110
     C7M89	  7	146.960	  -3.762
     C7M90	  7	148.630	  -2.735
     C7M91	  7	150.300	  -1.286
     C7M92	  7	151.970	   1.014
     C7M93	  7	153.640	   0.857
     C7M94	  7	155.310	  -1.491
     C7M95	  7	156.980	  -3.599
     C7M96	  7	158.650	  -7.851
     C7M97	  7	160.320	  -5.118
     C7M98	  7	161.990	  -9.857
     C7M99	  7	163.660	  -7.327
    C7M100	  7	165.330	  -4.137
    C7M101	  7	167.000	  -5.444
    C7M102	  7	168.670	  -5.534
    C7M103	  7	170.340	  -3.626
    C7M104	  7	172.010	  -5.918
    C7M105	  7	173.680	  -6.146
    C7M106	  7	175.350	  -4.537
    C7M107	  7	177.020	  -8.263
    C7M108	  7	178.690	  -6.032
    C7M109	  7	180.360	  -3.532
    C7M110	  7	182.030	  -3.509
    C7M111	  7	183.700	  -5.860
    C7M112	  7	185.370	  -5.886
    C7M113	  7	187.040	  -6.287
    C7M114	  7	188.710	  -3.799
    C7M115	  7	190.380	  -3.292
    C7M116	  7	192.050	  -3.731
    C7M117	  7	193.720	  -5.530
    C7M118	  7	195.390	  -5.629
    C7M119	  7	197.060	  -3.813
    C7M120	  7	198.730	  -7.086
    C7M121	  7	200.400	  -4.057
      C8M1	  8	  0.000	 -13.903
      C8M2	  8	  1.670	 -15.414
      C8M3	  8	  3.340	 -13.339
      C8M4	  8	  5.010	 -13.224
      C8M5	  8	  6.680	 -10.849
      C8M6	  8	  8.350	 -13.073
      C8M7	  8	 10.020	 -11.595
      C8M8	  8	 11.690	 -15.182
      C8M9	  8	 13.360	  -8.169
     C8M10	  8	 15.030	 -13.798
     C8M11	  8	 16.700	  -9.272
     C8M12	  8	 18.370	  -6.479
     C8M13	  8	 20.040	  -8.622
     C8M14	  8	 21.710	  -8.029
     C8M15	  8	 23.380	  -5.519
     C8M16	  8	 25.050	  -8.484
     C8M17	  8	 26.720	  -9.176
     C8M18	  8	 28.390	  -9.370
     C8M19	  8	 30.060	 -11.147
     C8M20	  8	 31.730	  -9.413
     C8M21	  8	 33.400	  -9.524
     C8M22	  8	 35.070	  -8.820
     C8M23	  8	 36.740	  -9.311
     C8M24	  8	 38.410	 -11.037
     C8M25	  8	 40.080	  -7.571
     C8M26	  8	 41.750	 -13.140
     C8M27	  8	 43.420	  -5.502
     C8M28	  8	 45.090	  -9.085
     C8M29	  8	 46.760	  -6.901
     C8M30	  8	 48.430	 -11.522
     C8M31	  8	 50.100	 -12.898
     C8M32	  8	 51.770	 -12.469
     C8M33	  8	 53.440	  -7.626
     C8M34	  8	 55.110	 -11.399
     C8M35	  8	 56.780	 -10.094
     C8M36	  8	 58.450	  -9.323
     C8M37	  8	 60.120	  -9.125
     C8M38	  8	 61.790	  -6.830
     C8M39	  8	 63.460	 -10.400
     C8M40	  8	 65.130	  -6.879
     C8M41	  8	 66.800	  -8.126
     C8M42	  8	 68.470	  -3.824
     C8M43	  8	 70.140	  -7.770
     C8M44	  8	 71.810	  -6.258
     C8M45	  8	 73.480	  -9.246
     C8M46	  8	 75.150	 -10.125
     C8M47	  8	 76.820	 -10.705
     C8M48	  8	 78.490	 -15.745
     C8M49	  8	 80.160	 -17.320
     C8M50	  8	 81.830	  -7.925
     C8M51	  8	 83.500	  -9.453
     C8M52	  8	 85.170	 -11.334
     C8M53	  8	 86.840	 -10.773
     C8M54	  8	 88.510	  -7.965
     C8M55	  8	 90.180	  -5.670
     C8M56	  8	 91.850	  -6.132
     C8M57	  8	 93.520	  -8.573
     C8M58	  8	 95.190	  -7.205
     C8M59	  8	 96.860	 -12.166
     C8M60	  8	 98.530	 -13.606
     C8M61	  8	100.200	  -5.987
     C8M62	  8	101.870	  -7.316
     C8M63	  8	103.540	  -5.408
     C8M64	  8	105.210	  -4.775
     C8M65	  8	106.880	  -1.835
     C8M66	  8	108.550	  -1.672
     C8M67	  8	110.220	  -4.100
     C8M68	  8	111.890	  -1.489
     C8M69	  8	113.560	   1.312
     C8M70	  8	115.230	  -1.512
     C8M71	  8	116.900	  -2.337
     C8M72	  8	118.570	  -6.445
     C8M73	  8	120.240	  -8.933
     C8M74	  8	121.910	  -6.985
     C8M75	  8	123.580	  -5.813
     C8M76	  8	125.250	  -8.029
     C8M77	  8	126.920	  -7.958
     C8M78	  8	128.590	  -7.944
     C8M79	  8	130.260	  -7.753
     C8M80	  8	131.930	  -7.763
     C8M81	  8	133.600	  -8.195
     C8M82	  8	135.270	 -10.328
     C8M83	  8	136.940	 -10.277
     C8M84	  8	138.610	 -11.786
     C8M85	  8	140.280	  -6.790
     C8M86	  8	141.950	  -8.729
     C8M87	  8	143.620	  -9.595
     C8M88	  8	145.290	 -12.984
     C8M89	  8	146.960	 -15.223
     C8M90	  8	148.630	 -13.428
     C8M91	  8	150.300	 -13.889
      C9M1	  9	  0.000	  -7.218
      C9M2	  9	  1.670	 -10.373
      C9M3	  9	  3.340	  -6.254
      C9M4	  9	  5.010	  -5.871
      C9M5	  9	  6.680	  -9.487
      C9M6	  9	  8.350	 -15.364
      C9M7	  9	 10.020	 -12.994
      C9M8	  9	 11.690	 -13.830
      C9M9	  9	 13.360	 -13.923
     C9M10	  9	 15.030	 -13.281
     C9M11	  9	 16.700	 -12.365
     C9M12	  9	 18.370	 -10.803
     C9M13	  9	 20.040	  -6.116
     C9M14	  9	 21.710	 -10.386
     C9M15	  9	 23.380	  -8.925
     C9M16	  9	 25.050	  -8.500
     C9M17	  9	 26.720	 -13.577
     C9M18	  9	 28.390	 -12.901
     C9M19	  9	 30.060	 -13.323
     C9M20	  9	 31.730	 -13.293
     C9M21	  9	 33.400	 -15.354
     C9M22	  9	 35.070	 -10.547
     C9M23	  9	 36.740	 -11.065
     C9M24	  9	 38.410	 -12.064
     C9M25	  9	 40.080	  -7.339
     C9M26	  9	 41.750	  -6.455
     C9M27	  9	 43.420	  -6.241
     C9M28	  9	 45.090	  -9.230
     C9M29	  9	 46.760	  -9.990
     C9M30	  9	 48.430	 -10.270
     C9M31	  9	 50.100	 -12.758
     C9M32	  9	 51.770	 -11.489
     C9M33	  9	 53.440	  -4.908
     C9M34	  9	 55.110	  -4.890
     C9M35	  9	 56.780	  -5.344
     C9M36	  9	 58.450	 -10.643
     C9M37	  9	 60.120	  -9.099
     C9M38	  9	 61.790	  -9.791
     C9M39	  9	 63.460	 -11.825
     C9M40	  9	 65.130	 -12.145
     C9M41	  9	 66.800	  -9.657
     C9M42	  9	 68.470	 -14.888
     C9M43	  9	 70.140	  -8.329
     C9M44	  9	 71.810	  -9.863
     C9M45	  9	 73.480	 -11.974
     C9M46	  9	 75.150	 -12.115
     C9M47	  9	 76.820	 -12.331
     C9M48	  9	 78.490	 -12.149
     C9M49	  9	 80.160	 -10.453
     C9M50	  9	 81.830	 -12.266
     C9M51	  9	 83.500	 -11.706
     C9M52	  9	 85.170	  -9.660
     C9M53	  9	 86.840	  -9.961
     C9M54	  9	 88.510	 -15.485
     C9M55	  9	 90.180	 -16.542
     C9M56	  9	 91.850	 -16.096
     C9M57	  9	 93.520	 -15.145
     C9M58	  9	 95.190	 -12.453
     C9M59	  9	 96.860	 -14.627
     C9M60	  9	 98.530	 -14.477
     C9M61	  9	100.200	  -9.899
     C9M62	  9	101.870	  -9.901
     C9M63	  9	103.540	 -11.886
     C9M64	  9	105.210	  -8.632
     C9M65	  9	106.880	 -15.551
     C9M66	  9	108.550	 -15.487
     C9M67	  9	110.220	 -12.135
     C9M68	  9	111.890	  -6.640
     C9M69	  9	113.560	  -4.425
     C9M70	  9	115.230	 -10.619
     C9M71	  9	116.900	  -6.017
     C9M72	  9	118.570	  -5.818
     C9M73	  9	120.240	  -5.997
     C9M74	  9	121.910	  -8.972
     C9M75	  9	123.580	 -10.426
     C9M76	  9	125.250	 -12.413
     C9M77	  9	126.920	 -14.987
     C9M78	  9	128.590	 -13.232
     C9M79	  9	130.260	 -13.530
     C9M80	  9	131.930	 -15.176
     C9M81	  9	133.600	 -12.614
     C9M82	  9	135.270	  -8.131
     C9M83	  9	136.940	 -15.021
     C9M84	  9	138.610	 -15.813
     C9M85	  9	140.280	 -15.381
     C9M86	  9	141.950	 -10.760
     C9M87	  9	143.620	 -10.841
     C9M88	  9	145.290	 -11.141
     C9M89	  9	146.960	  -9.357
     C9M90	  9	148.630	 -10.019
     C9M91	  9	150.300	  -5.050
     C10M1	 10	  0.000	 -11.535
     C10M2	 10	  1.670	 -15.303
     C10M3	 10	  3.340	 -12.525
     C10M4	 10	  5.010	 -12.189
     C10M5	 10	  6.680	 -10.298
     C10M6	 10	  8.350	 -12.737
     C10M7	 10	 10.020	  -6.245
     C10M8	 10	 11.690	  -7.797
     C10M9	 10	 13.360	 -10.543
    C10M10	 10	 15.030	 -10.911
    C10M11	 10	 16.700	  -8.909
    C10M12	 10	 18.370	  -8.028
    C10M13	 10	 20.040	  -5.999
    C10M14	 10	 21.710	 -10.652
    C10M15	 10	 23.380	  -8.427
    C10M16	 10	 25.050	 -10.218
    C10M17	 10	 26.720	  -5.531
    C10M18	 10	 28.390	  -5.424
    C10M19	 10	 30.060	  -9.498
    C10M20	 10	 31.730	  -9.196
    C10M21	 10	 33.400	  -5.213
    C10M22	 10	 35.070	  -7.356
    C10M23	 10	 36.740	  -5.953
    C10M24	 10	 38.410	 -11.230
    C10M25	 10	 40.080	  -6.064
    C10M26	 10	 41.750	 -10.095
    C10M27	 10	 43.420	 -10.700
    C10M28	 10	 45.090	 -12.107
    C10M29	 10	 46.760	 -14.299
    C10M30	 10	 48.430	 -11.905
    C10M31	 10	 50.100	 -11.002
    C10M32	 10	 51.770	  -7.220
    C10M33	 10	 53.440	  -8.582
    C10M34	 10	 55.110	  -8.778
    C10M35	 10	 56.780	  -9.103
    C10M36	 10	 58.450	  -9.201
    C10M37	 10	 60.120	 -12.717
    C10M38	 10	 61.790	 -12.930
    C10M39	 10	 63.460	 -13.284
    C10M40	 10	 65.130	 -16.405
    C10M41	 10	 66.800	 -14.118
    C10M42	 10	 68.470	 -16.109
    C10M43	 10	 70.140	 -14.101
    C10M44	 10	 71.810	 -13.243
    C10M45	 10	 73.480	 -12.441
    C10M46	 10	 75.150	 -11.107
    C10M47	 10	 76.820	 -13.527
    C10M48	 10	 78.490	 -15.843
    C10M49	 10	 80.160	 -15.585
    C10M50	 10	 81.830	 -13.336
    C10M51	 10	 83.500	 -15.480
    C10M52	 10	 85.170	 -10.917
    C10M53	 10	 86.840	  -8.327
    C10M54	 10	 88.510	 -13.216
    C10M55	 10	 90.180	 -14.912
    C10M56	 10	 91.850	 -10.027
    C10M57	 10	 93.520	  -9.604
    C10M58	 10	 95.190	  -8.832
    C10M59	 10	 96.860	  -7.603
    C10M60	 10	 98.530	  -5.634
    C10M61	 10	100.200	  -5.347
    C10M62	 10	101.870	  -7.727
    C10M63	 10	103.540	  -6.443
    C10M64	 10	105.210	  -8.057
    C10M65	 10	106.880	  -8.178
    C10M66	 10	108.550	 -11.232
    C10M67	 10	110.220	  -9.724
    C10M68	 10	111.890	  -8.567
    C10M69	 10	113.560	 -10.777
    C10M70	 10	115.230	  -7.122
    C10M71	 10	116.900	  -8.751
    C10M72	 10	118.570	 -12.227
    C10M73	 10	120.240	 -12.906
    C10M74	 10	121.910	  -7.341
    C10M75	 10	123.580	  -7.004
    C10M76	 10	125.250	  -7.570
    C10M77	 10	126.920	  -9.653
    C10M78	 10	128.590	  -6.225
    C10M79	 10	130.260	  -6.073
    C10M80	 10	131.930	  -6.655
    C10M81	 10	133.600	  -4.688
    C10M82	 10	135.270	  -8.469
    C10M83	 10	136.940	  -2.358
    C10M84	 10	138.610	  -5.622
    C10M85	 10	140.280	  -5.710
    C10M86	 10	141.950	  -4.277
    C10M87	 10	143.620	  -9.157
    C10M88	 10	145.290	 -13.089
    C10M89	 10	146.960	  -8.332
    C10M90	 10	148.630	  -4.179
    C10M91	 10	150.300	  -3.536
     C11M1	 11	  0.000	  -9.940
     C11M2	 11	  1.670	  -7.643
     C11M3	 11	  3.340	 -11.474
     C11M4	 11	  5.010	 -10.631
     C11M5	 11	  6.680	  -8.161
     C11M6	 11	  8.350	  -5.894
     C11M7	 11	 10.020	  -3.533
     C11M8	 11	 11.690	  -8.726
     C11M9	 11	 13.360	 -13.357
    C11M10	 11	 15.030	  -7.934
    C11M11	 11	 16.700	  -7.231
    C11M12	 11	 18.370	  -9.958
    C11M13	 11	 20.040	 -14.984
    C11M14	 11	 21.710	 -15.098
    C11M15	 11	 23.380	 -13.528
    C11M16	 11	 25.050	 -15.278
    C11M17	 11	 26.720	 -10.803
    C11M18	 11	 28.390	 -12.907
    C11M19	 11	 30.060	 -14.128
    C11M20	 11	 31.730	  -7.302
    C11M21	 11	 33.400	  -9.566
    C11M22	 11	 35.070	 -12.464
    C11M23	 11	 36.740	 -13.910
    C11M24	 11	 38.410	  -6.878
    C11M25	 11	 40.080	  -9.540
    C11M26	 11	 41.750	 -12.164
    C11M27	 11	 43.420	 -10.278
    C11M28	 11	 45.090	 -13.444
    C11M29	 11	 46.760	  -6.223
    C11M30	 11	 48.430	  -3.557
    C11M31	 11	 50.100	  -3.897
    C11M32	 11	 51.770	 -11.922
    C11M33	 11	 53.440	 -15.560
    C11M34	 11	 55.110	 -15.046
    C11M35	 11	 56.780	  -6.631
    C11M36	 11	 58.450	  -3.727
    C11M37	 11	 60.120	  -8.257
    C11M38	 11	 61.790	  -8.403
    C11M39	 11	 63.460	  -6.537
    C11M40	 11	 65.130	 -10.563
    C11M41	 11	 66.800	 -15.176
    C11M42	 11	 68.470	 -13.350
    C11M43	 11	 70.140	 -10.587
    C11M44	 11	 71.810	 -10.151
    C11M45	 11	 73.480	 -12.723
    C11M46	 11	 75.150	 -12.931
    C11M47	 11	 76.820	 -10.495
    C11M48	 11	 78.490	 -15.073
    C11M49	 11	 80.160	 -13.263
    C11M50	 11	 81.830	  -8.425
    C11M51	 11	 83.500	  -9.746
    C11M52	 11	 85.170	 -11.616
    C11M53	 11	 86.840	  -9.398
    C11M54	 11	 88.510	 -11.045
    C11M55	 11	 90.180	  -9.908
    C11M56	 11	 91.850	 -14.247
    C11M57	 11	 93.520	 -14.491
    C11M58	 11	 95.190	 -17.264
    C11M59	 11	 96.860	 -11.454
    C11M60	 11	 98.530	 -12.947
    C11M61	 11	100.200	 -10.112
    C11M62	 11	101.870	 -12.609
    C11M63	 11	103.540	 -11.508
    C11M64	 11	105.210	  -8.637
    C11M65	 11	106.880	  -6.019
    C11M66	 11	108.550	  -8.252
    C11M67	 11	110.220	 -10.938
    C11M68	 11	111.890	  -9.020
    C11M69	 11	113.560	  -6.640
    C11M70	 11	115.230	 -11.477
    C11M71	 11	116.900	 -12.513
    C11M72	 11	118.570	 -10.335
    C11M73	 11	120.240	  -9.421
    C11M74	 11	121.910	  -8.257
    C11M75	 11	123.580	  -8.008
    C11M76	 11	125.250	  -6.437
    C11M77	 11	126.920	 -11.132
    C11M78	 11	128.590	  -7.696
    C11M79	 11	130.260	  -5.677
    C11M80	 11	131.930	 -10.096
    C11M81	 11	133.600	  -9.854
    C11M82	 11	135.270	  -6.801
    C11M83	 11	136.940	  -1.312
    C11M84	 11	138.610	  -1.396
    C11M85	 11	140.280	  -8.216
    C11M86	 11	141.950	  -4.990
    C11M87	 11	143.620	  -7.351
    C11M88	 11	145.290	 -10.354
    C11M89	 11	146.960	 -10.561
    C11M90	 11	148.630	  -4.645
    C11M91	 11	150.300	  -6.122
     C12M1	 12	  0.000	  -9.494
     C12M2	 12	  1.670	  -5.684
     C12M3	 12	  3.340	  -7.030
     C12M4	 12	  5.010	  -4.578
     C12M5	 12	  6.680	  -4.685
     C12M6	 12	  8.350	  -9.060
     C12M7	 12	 10.020	  -4.422
     C12M8	 12	 11.690	  -6.908
     C12M9	 12	 13.360	  -4.318
    C12M10	 12	 15.030	  -4.496
    C12M11	 12	 16.700	  -9.964
    C12M12	 12	 18.370	  -9.303
    C12M13	 12	 20.040	 -11.846
    C12M14	 12	 21.710	  -8.002
    C12M15	 12	 23.380	  -7.941
    C12M16	 12	 25.050	 -10.508
    C12M17	 12	 26.720	  -8.374
    C12M18	 12	 28.390	  -7.679
    C12M19	 12	 30.060	  -7.753
    C12M20	 12	 31.730	  -7.111
    C12M21	 12	 33.400	  -2.144
    C12M22	 12	 35.070	  -6.898
    C12M23	 12	 36.740	  -7.378
    C12M24	 12	 38.410	  -9.210
    C12M25	 12	 40.080	  -4.873
    C12M26	 12	 41.750	  -7.099
    C12M27	 12	 43.420	  -7.938
    C12M28	 12	 45.090	  -8.621
    C12M29	 12	 46.760	  -8.762
    C12M30	 12	 48.430	  -1.297
    C12M31	 12	 50.100	  -5.397
    C12M32	 12	 51.770	  -2.952
    C12M33	 12	 53.440	  -0.517
    C12M34	 12	 55.110	  -3.056
    C12M35	 12	 56.780	  -6.012
    C12M36	 12	 58.450	  -7.086
    C12M37	 12	 60.120	 -12.461
    C12M38	 12	 61.790	 -10.506
    C12M39	 12	 63.460	 -11.449
    C12M40	 12	 65.130	  -4.513
    C12M41	 12	 66.800	 -10.302
    C12M42	 12	 68.470	  -6.501
    C12M43	 12	 70.140	  -8.000
    C12M44	 12	 71.810	  -6.194
    C12M45	 12	 73.480	  -9.419
    C12M46	 12	 75.150	  -9.303
    C12M47	 12	 76.820	 -10.764
    C12M48	 12	 78.490	  -8.462
    C12M49	 12	 80.160	 -12.111
    C12M50	 12	 81.830	 -11.935
    C12M51	 12	 83.500	 -11.804
    C12M52	 12	 85.170	  -8.325
    C12M53	 12	 86.840	 -12.992
    C12M54	 12	 88.510	 -15.351
    C12M55	 12	 90.180	 -10.787
    C12M56	 12	 91.850	 -11.073
    C12M57	 12	 93.520	 -15.207
    C12M58	 12	 95.190	 -15.700
    C12M59	 12	 96.860	 -10.583
    C12M60	 12	 98.530	  -9.951
    C12M61	 12	100.200	  -8.543
    C12M62	 12	101.870	  -6.468
    C12M63	 12	103.540	  -7.279
    C12M64	 12	105.210	  -6.752
    C12M65	 12	106.880	  -4.737
    C12M66	 12	108.550	  -4.660
    C12M67	 12	110.220	  -4.683
    C12M68	 12	111.890	  -5.343
    C12M69	 12	113.560	 -12.371
    C12M70	 12	115.230	  -8.634
    C12M71	 12	116.900	  -5.579
    C12M72	 12	118.570	  -4.374
    C12M73	 12	120.240	  -5.933
    C12M74	 12	121.910	 -13.047
    C12M75	 12	123.580	  -6.325
    C12M76	 12	125.250	 -14.051
    C12M77	 12	126.920	 -13.527
    C12M78	 12	128.590	  -8.543
    C12M79	 12	130.260	  -6.207
    C12M80	 12	131.930	  -7.898
    C12M81	 12	133.600	  -8.839
    C12M82	 12	135.270	  -9.158
    C12M83	 12	136.940	 -15.838
    C12M84	 12	138.610	 -10.588
    C12M85	 12	140.280	  -9.894
    C12M86	 12	141.950	  -9.441
    C12M87	 12	143.620	 -11.650
    C12M88	 12	145.290	  -9.522
    C12M89	 12	146.960	  -9.877
    C12M90	 12	148.630	 -13.482
    C12M91	 12	150.300	  -5.198
     C13M1	 13	  0.000	  -6.051
     C13M2	 13	  1.670	  -6.359
     C13M3	 13	  3.340	  -4.976
     C13M4	 13	  5.010	  -8.547
     C13M5	 13	  6.680	 -13.244
     C13M6	 13	  8.350	  -9.040
     C13M7	 13	 10.020	  -9.653
     C13M8	 13	 11.690	 -16.882
     C13M9	 13	 13.360	 -15.645
    C13M10	 13	 15.030	 -13.003
