    family	     locus	chr	    pos	    FLOD
         1	    C19M37	 19	 60.120	  -3.777
         1	    C19M40	 19	 65.130	  -3.777
         1	    C19M43	 19	 70.140	  -3.777
         1	    C19M46	 19	 75.150	  -3.777
         1	    C19M49	 19	 80.160	  -3.777
         1	    C19M52	 19	 85.170	  -3.777
         1	    C19M55	 19	 90.180	  -3.777
         1	    C19M58	 19	 95.190	  -3.777
         1	    C19M61	 19	100.200	  -3.487
         1	     C20M1	 20	  0.000	  -3.487
         1	     C20M4	 20	  5.010	  -3.776
         1	     C20M7	 20	 10.020	  -3.349
         1	    C20M10	 20	 15.030	  -0.473
         1	    C20M13	 20	 20.040	  -3.349
         1	    C20M16	 20	 25.050	  -3.776
         1	    C20M19	 20	 30.060	  -3.581
         1	    C20M22	 20	 35.070	  -0.942
         1	    C20M25	 20	 40.080	  -3.581
         1	    C20M28	 20	 45.090	  -3.622
         1	    C20M31	 20	 50.100	  -1.066
         1	    C20M34	 20	 55.110	  -3.622
         1	    C20M37	 20	 60.120	  -3.777
         1	    C20M40	 20	 65.130	  -3.777
         1	    C20M43	 20	 70.140	  -3.777
         1	    C20M46	 20	 75.150	  -3.777
         1	    C20M49	 20	 80.160	  -3.777
         1	    C20M52	 20	 85.170	  -3.777
         1	    C20M55	 20	 90.180	  -3.777
         1	    C20M58	 20	 95.190	  -3.777
         1	    C20M61	 20	100.200	  -3.487
         1	     C21M1	 21	  0.000	  -3.487
         1	     C21M4	 21	  5.010	  -3.622
         1	     C21M7	 21	 10.020	  -1.066
         1	    C21M10	 21	 15.030	  -3.622
         1	    C21M13	 21	 20.040	  -3.777
         1	    C21M16	 21	 25.050	  -3.776
         1	    C21M19	 21	 30.060	  -3.349
         1	    C21M22	 21	 35.070	  -0.473
         1	    C21M25	 21	 40.080	  -3.349
         1	    C21M28	 21	 45.090	  -3.776
         1	    C21M31	 21	 50.100	  -3.487
         1	     C22M1	 22	  0.000	  -3.487
         1	     C22M4	 22	  5.010	  -3.776
         1	     C22M7	 22	 10.020	  -3.349
         1	    C22M10	 22	 15.030	  -0.473
         1	    C22M13	 22	 20.040	  -3.349
         1	    C22M16	 22	 25.050	  -3.776
         1	    C22M19	 22	 30.060	  -3.776
         1	    C22M22	 22	 35.070	  -3.349
         1	    C22M25	 22	 40.080	  -0.473
         1	    C22M28	 22	 45.090	  -3.348
         1	    C22M31	 22	 50.100	  -3.485
